shop_id,area,visitors1,visitors2,felon
117,1917.29,20,17,0
118,2017.15,19,24,1
119,1923.63,19,21,1
120,2028.68,26,28,1
121,2249.72,21,24,0
122,2819.21,23,21,1
123,2435.74,19,21,0
124,1889.70,18,18,0
125,2210.06,18,24,1
126,2690.13,22,16,0
127,2261.55,18,22,1
128,1753.68,21,32,0
129,2411.23,11,20,1
130,2255.79,25,17,1
131,1287.91,16,21,0
132,2239.98,21,10,1
133,2442.60,20,16,0
134,1151.82,13,20,0
135,2310.06,21,14,0
136,1702.09,17,20,0
137,2555.25,16,24,0
138,1522.68,22,22,0
139,2664.72,20,17,0
140,2145.02,18,19,1
141,2016.01,26,16,1
142,2525.08,23,12,0
143,1979.74,18,23,1
144,2844.47,25,16,1
145,2320.18,21,20,0
146,2165.24,19,17,1
147,1256.28,19,18,1
148,2202.59,25,23,0
149,2051.72,17,14,0
150,2880.94,20,22,0
151,1643.95,23,19,0
152,2849.10,20,13,0
153,1545.06,13,15,1
154,2036.13,13,25,0
155,2647.55,20,20,0
156,2438.67,17,17,0
157,2789.65,19,24,1
158,2396.11,18,21,1
159,2956.83,17,26,1
160,1725.29,16,28,0
161,2196.19,25,18,0
162,1688.13,17,16,0
163,1724.44,28,15,1
164,2579.09,18,19,0
165,2546.45,20,19,0
166,2664.53,28,9,1
167,1968.92,15,18,0
168,2479.04,15,16,1
169,1966.02,16,15,0
170,2326.92,25,14,0
171,2392.83,14,27,0
172,3162.83,16,31,0
173,3027.30,17,14,1
174,2384.55,15,15,1
175,2139.00,18,20,1
176,2443.77,16,25,1
177,1824.34,20,30,1
178,1384.65,21,10,0
179,3034.15,19,24,0
180,2633.61,24,15,0
181,2753.97,18,21,0
182,2411.88,16,23,1
183,1452.24,27,25,0
184,2117.89,29,16,0
185,2569.54,17,26,1
186,1599.12,28,20,0
187,2489.76,19,18,0
188,2143.37,17,15,1
189,2470.44,23,20,0
190,1980.99,25,21,0
191,1990.12,26,17,0
192,2243.05,27,19,1
193,2904.27,11,19,1
194,1203.69,15,19,0
195,2824.21,21,12,1
196,2218.85,25,17,0
197,2076.26,18,27,0
198,1743.60,22,12,0
199,2953.47,23,25,0
200,1727.86,26,17,1
201,1866.05,21,23,0
202,1461.17,26,18,1
203,2885.51,17,13,1
204,2635.69,16,17,1
205,2644.35,23,14,0
206,2597.91,18,27,0
207,2068.34,18,15,0
208,2354.99,11,21,0
209,1861.97,17,25,1
210,2650.53,24,12,1
211,3186.14,24,16,1
212,2876.31,24,28,0
213,2505.97,20,27,0
214,2675.76,15,25,1
215,2142.07,20,22,1
216,2216.32,26,16,1
217,1785.10,18,25,0
218,2596.32,23,16,0
219,1741.52,19,17,1
220,1213.52,25,19,0
221,2842.83,17,18,1
222,2282.85,19,23,0
223,2198.99,27,19,1
224,2470.59,19,18,1
225,1776.06,22,14,1
226,2044.24,21,21,0
227,3005.16,15,23,0
228,3451.84,18,21,0
229,1937.27,24,16,0
230,3182.52,23,30,0
231,2769.27,13,15,1
232,4000.23,16,19,0
233,2198.39,17,15,1
234,2573.36,22,16,1
235,2765.07,22,13,0
236,3045.00,16,19,1
237,2683.09,17,14,0
238,2587.82,33,22,0
239,822.67,27,21,1
240,2421.50,17,37,1
241,2436.48,26,17,0
242,2059.32,32,20,0
243,1425.21,22,25,0
244,3565.69,10,13,1
245,2677.82,17,17,0
246,2662.88,17,19,0
247,2203.52,18,17,1
248,2751.53,25,30,0
249,1731.24,23,18,1
250,2516.67,20,15,0
251,1980.20,16,14,0
252,1846.39,25,18,0
253,2861.40,25,21,1
254,1940.02,19,22,1
255,2786.24,23,19,1
256,2362.82,24,25,0
257,2178.53,19,29,1
258,2291.35,25,24,1
259,2481.07,17,30,0
260,2833.33,24,18,0
261,1676.66,22,23,1
262,2090.19,31,18,0
263,1897.35,14,17,1
264,2265.42,23,27,0
265,1171.14,26,13,0
266,1857.63,21,14,0
267,2364.44,16,24,0
268,2143.89,15,29,0
269,2528.77,23,19,0
270,2627.80,17,27,0
271,3027.47,22,22,0
272,2368.24,12,21,0
273,2095.13,23,17,0
274,2524.23,17,17,0
275,2714.47,19,20,0
276,1281.46,19,21,0
277,1599.44,18,22,1
278,2520.71,19,22,1
279,2902.55,24,18,0
280,3039.69,23,22,1
281,2619.02,21,22,0
282,2252.30,22,17,0
283,2367.13,21,28,0
284,1902.53,20,23,1
285,2597.73,16,25,1
286,2999.43,18,25,0
287,1764.43,15,25,0
288,2478.53,21,15,1
289,2755.46,22,23,1
290,866.58,21,24,0
291,2192.29,19,19,1
292,2158.73,19,21,1
293,1848.00,16,24,1
294,2174.69,26,27,1
295,2343.25,14,23,0
296,2789.50,27,12,0
297,2328.84,15,21,0
298,1872.63,17,21,1
299,2396.31,22,19,0
300,1683.77,20,24,1
301,1778.79,15,22,0
302,1857.96,21,23,1
303,2159.99,24,20,1
304,1658.89,25,14,0
305,2376.19,21,28,0
306,2080.80,13,25,0
307,2315.80,19,27,1
308,1996.66,19,19,1
309,2612.11,26,15,0
310,2708.93,22,21,0
311,2053.03,20,33,0
312,2211.65,19,26,0
313,2769.81,23,11,1
314,2310.15,24,22,1
315,2568.33,26,14,0
316,1822.53,21,31,0
317,2329.77,15,18,0
318,2069.48,20,19,0
319,2463.30,25,10,1
320,2954.00,12,17,1
321,1849.93,18,21,1
322,2111.20,22,21,1
323,1361.14,20,19,0
324,1853.78,13,24,1
325,1678.18,18,22,0
326,2799.21,31,13,0
327,3056.02,23,23,0
328,2484.11,18,23,1
329,2692.42,25,24,0
330,2336.21,16,20,0
331,1441.25,15,14,1
332,1984.10,14,16,1
333,2035.10,26,17,1
334,2197.22,20,22,1
335,1515.69,24,20,0
336,2110.12,31,23,1
337,2554.99,19,25,0
338,3462.33,23,23,0
339,3305.10,24,19,1
340,1691.56,24,21,0
341,2431.14,15,22,0
342,2415.37,18,25,0
343,1900.39,21,21,1
344,2561.55,19,17,0
345,2420.63,21,12,0
346,2069.11,21,14,1
347,1602.24,14,17,0
348,2564.13,18,18,1
349,2010.03,23,32,0
350,2387.81,23,20,1
351,2870.36,18,25,1
352,2872.05,26,15,0
353,2229.69,11,18,0
354,2401.39,20,27,0
355,1605.90,19,24,0
356,1440.99,24,13,0
357,2944.22,21,21,0
358,2467.42,22,16,0
359,1854.81,20,29,1
360,2713.89,28,21,1
361,2286.84,23,25,0
362,2651.47,12,17,1
363,1749.32,20,24,0
364,1830.51,19,9,1
365,2131.60,17,19,0
366,2667.20,26,21,0
367,1759.85,17,17,1
368,1414.87,22,16,0
369,3701.48,15,14,1
370,2847.40,24,15,0
371,2122.43,22,24,1
372,2063.89,25,20,0
373,2384.02,21,22,1
374,2002.79,20,19,0
375,1606.65,22,28,0
376,2894.52,19,26,1
377,1933.18,19,18,0
378,1942.29,17,15,0
379,3210.31,16,22,1
380,2340.55,20,28,1
381,1794.92,17,23,0
382,3202.33,27,22,0
383,1073.94,20,27,0
384,3198.02,14,16,0
385,2962.73,19,19,0
386,2664.36,18,25,0
387,2400.15,17,16,1
388,2291.18,14,26,0
389,2084.18,22,14,0
390,1824.46,20,17,1
391,1960.05,24,20,0
392,1381.81,19,25,0
393,2010.21,15,25,1
394,2311.05,19,14,1
395,2154.48,17,30,0
396,2580.30,22,25,0
397,3150.37,21,10,0
398,2945.21,19,23,0
399,2217.70,17,25,0
400,1700.82,18,20,1
401,2272.47,17,20,0
402,1637.09,21,20,1
403,2127.24,23,24,0
404,1715.61,13,26,0
405,2235.13,18,16,0
406,2400.73,18,21,0
407,1941.21,18,15,0
408,1522.95,21,28,0
409,1754.81,21,18,0
410,1592.42,25,25,0
411,1979.73,22,19,0
412,3107.30,25,31,1
413,2215.71,16,20,0
414,1869.54,27,29,0
415,1656.83,16,26,0
416,1852.80,20,25,0
417,2367.92,34,22,1
418,2855.37,25,22,1
419,3415.21,15,16,0
420,2022.61,24,28,0
421,1878.97,19,24,1
422,2565.16,25,21,1
423,2444.88,24,19,0
424,1940.73,19,20,0
425,3460.74,18,28,1
426,2018.98,24,20,1
427,2690.55,14,23,1
428,2355.41,23,14,1
429,2389.94,22,17,0
430,1826.44,25,22,1
431,2854.24,24,21,1
432,2010.22,18,17,0
433,2188.79,19,24,0
434,2425.99,20,12,0
435,2458.56,15,22,1
436,2464.51,15,22,0
437,3024.63,25,24,1
438,2667.48,17,25,0
439,1885.72,28,25,0
440,2304.62,19,22,0
441,2570.85,23,12,0
442,2253.18,19,14,0
443,1847.51,24,17,0
444,2122.24,16,17,0
445,1804.13,21,19,0
446,2498.84,20,14,0
447,2079.19,19,13,1
448,1572.41,29,17,0
449,2532.00,20,19,1
450,1857.25,25,20,1
451,2678.95,25,22,1
452,2499.22,19,18,1
453,1490.16,26,20,0
454,2300.19,21,16,1
455,1963.38,20,19,1
456,2559.32,15,15,0
457,2551.24,17,21,1
458,2624.37,25,21,1
459,1461.58,19,17,0
460,3054.68,24,15,1
461,1901.20,26,12,1
462,2843.39,28,18,0
463,2606.63,20,19,0
464,2400.99,23,28,0
465,1905.34,18,14,0
466,2453.48,24,22,0
467,1710.25,17,31,0
468,1649.77,15,25,0
469,2223.09,29,17,1
470,2148.78,26,26,0
471,1725.97,22,21,0
472,2223.01,25,23,1
473,2668.36,18,22,0
474,2275.83,21,12,1
475,2375.74,21,16,0
476,1727.11,15,18,0
477,3301.28,24,21,0
478,2136.24,23,27,1
479,2666.87,21,22,0
480,3289.82,15,17,1
481,2118.26,20,28,0
482,1146.58,26,16,0
483,1849.23,14,24,1
484,1900.68,18,18,0
485,2946.42,21,24,0
486,2994.14,22,22,0
487,2992.16,17,27,0
488,2798.78,21,18,1
489,2602.49,25,25,0
490,2057.01,23,20,0
491,1887.32,14,17,0
492,2643.18,21,15,0
493,2346.25,21,24,1
494,2158.65,16,21,0
495,2201.31,14,17,1
496,2257.90,15,20,1
497,1936.66,17,14,0
498,1734.67,16,19,1
499,2384.73,18,17,0
500,2679.02,14,21,0
501,2090.33,20,17,1
502,2554.98,23,25,1
503,1994.13,18,22,0
504,1065.72,20,27,0
505,2423.52,27,16,0
506,3207.94,16,27,0
507,3335.45,16,28,1
508,2400.88,17,13,1
509,1891.71,19,17,1
510,2420.38,21,20,0
511,1612.96,18,14,0
512,2174.76,24,17,0
513,3371.94,19,17,1
514,2466.71,20,15,0
515,2397.08,21,27,1
516,2340.51,20,16,0
517,1389.78,26,10,0
518,1611.71,30,19,0
519,2525.51,16,18,0
520,2711.15,20,19,1
521,1754.08,32,21,0
522,2786.19,16,23,0
523,2687.33,20,21,1
524,2564.54,13,17,0
525,2999.67,22,16,1
526,2973.50,16,22,0
527,2431.92,16,16,0
528,2324.07,20,17,0
529,2462.03,14,15,1
530,1797.25,14,18,0
531,2956.90,20,21,0
532,1963.26,24,14,1
533,2337.44,20,20,1
534,3013.24,18,21,0
535,2652.52,19,16,1
536,2100.80,14,19,0
537,2028.01,22,19,1
538,2223.81,15,23,0
539,1962.05,25,14,0
540,2608.95,25,22,0
541,2221.44,24,16,0
542,2607.57,14,16,0
543,2658.72,20,15,0
544,1795.99,16,21,1
545,3050.70,18,12,1
546,1675.06,25,14,0
547,1604.66,23,28,1
548,1320.80,17,19,1
549,2039.34,22,20,0
550,1198.30,20,19,1
551,2337.37,16,17,0
552,1215.66,17,17,0
